label,message,message_length,tokens,word_count
ham,keep my payasam there if rinu brings,36,"['keep', 'my', 'payasam', 'there', 'if', 'rinu', 'brings']",7
ham,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,138,"['i', 'taught', 'that', 'ranjith', 'sir', 'called', 'me', 'so', 'only', 'i', 'sms', 'like', 'that', 'becaus', 'hes', 'verifying', 'about', 'project', 'prabu', 'told', 'today', 'so', 'only', 'pa', 'dont', 'mistake', 'me']",27
ham,i guess thats why you re worried you must know that theres a way the body repairs itself and im quite sure you shouldnt worry well take it slow first the tests they will guide when your ovulation is then just relax nothing youve said is a reason to worry but ill keep on followin you up,286,"['i', 'guess', 'thats', 'why', 'you', 're', 'worried', 'you', 'must', 'know', 'that', 'theres', 'a', 'way', 'the', 'body', 'repairs', 'itself', 'and', 'im', 'quite', 'sure', 'you', 'shouldnt', 'worry', 'well', 'take', 'it', 'slow', 'first', 'the', 'tests', 'they', 'will', 'guide', 'when', 'your', 'ovulation', 'is', 'then', 'just', 'relax', 'nothing', 'youve', 'said', 'is', 'a', 'reason', 'to', 'worry', 'but', 'ill', 'keep', 'on', 'followin', 'you', 'up']",57
ham,yeah sure give me a couple minutes to track down my wallet,58,"['yeah', 'sure', 'give', 'me', 'a', 'couple', 'minutes', 'to', 'track', 'down', 'my', 'wallet']",12
ham,hey leave it not a big deal take care,37,"['hey', 'leave', 'it', 'not', 'a', 'big', 'deal', 'take', 'care']",9
ham,hey i will be late ah meet you at 945,37,"['hey', 'i', 'will', 'be', 'late', 'ah', 'meet', 'you', 'at', '945']",10
spam,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx,145,"['double', 'mins', 'and', 'txts', '4', '6months', 'free', 'bluetooth', 'on', 'orange', 'available', 'on', 'sony', 'nokia', 'motorola', 'phones', 'call', 'mobileupd8', 'on', '08000839402', 'or', 'call2optoutn9dx']",22
ham,it took mr owl 3 licks,22,"['it', 'took', 'mr', 'owl', '3', 'licks']",6
ham,customer place i will call you,30,"['customer', 'place', 'i', 'will', 'call', 'you']",6
ham,mm that time you dont like fun,30,"['mm', 'that', 'time', 'you', 'dont', 'like', 'fun']",7
spam,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt,149,"['4mths', 'half', 'price', 'orange', 'line', 'rental', 'latest', 'camera', 'phones', '4', 'free', 'had', 'your', 'phone', '11mths', 'call', 'mobilesdirect', 'free', 'on', '08000938767', 'to', 'update', 'now', 'or2stoptxt']",24
ham,yup having my lunch buffet now u eat already,44,"['yup', 'having', 'my', 'lunch', 'buffet', 'now', 'u', 'eat', 'already']",9
ham,huh so late fr dinner,21,"['huh', 'so', 'late', 'fr', 'dinner']",5
ham,hey so this sat are we going for the intro pilates only or the kickboxing too,77,"['hey', 'so', 'this', 'sat', 'are', 'we', 'going', 'for', 'the', 'intro', 'pilates', 'only', 'or', 'the', 'kickboxing', 'too']",16
ham,morning only i can ok,21,"['morning', 'only', 'i', 'can', 'ok']",5
ham,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,113,"['yes', 'i', 'think', 'so', 'i', 'am', 'in', 'office', 'but', 'my', 'lap', 'is', 'in', 'room', 'i', 'think', 'thats', 'on', 'for', 'the', 'last', 'few', 'days', 'i', 'didnt', 'shut', 'that', 'down']",28
ham,pick you up bout 730ish what time are and that going,52,"['pick', 'you', 'up', 'bout', '730ish', 'what', 'time', 'are', 'and', 'that', 'going']",11
ham,from here after the performance award is calculated every two monthnot for current one month period,99,"['from', 'here', 'after', 'the', 'performance', 'award', 'is', 'calculated', 'every', 'two', 'monthnot', 'for', 'current', 'one', 'month', 'period']",16
ham,was actually sleeping and still might when u call back so a text is gr8 you rock sis will send u a text wen i wake,114,"['was', 'actually', 'sleeping', 'and', 'still', 'might', 'when', 'u', 'call', 'back', 'so', 'a', 'text', 'is', 'gr8', 'you', 'rock', 'sis', 'will', 'send', 'u', 'a', 'text', 'wen', 'i', 'wake']",26
ham,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated,215,"['you', 'are', 'always', 'putting', 'your', 'business', 'out', 'there', 'you', 'put', 'pictures', 'of', 'your', 'ass', 'on', 'facebook', 'you', 'are', 'one', 'of', 'the', 'most', 'open', 'people', 'ive', 'ever', 'met', 'why', 'would', 'i', 'think', 'a', 'picture', 'of', 'your', 'room', 'would', 'hurt', 'you', 'make', 'you', 'feel', 'violated']",43
ham,good evening sir al salam wahleykkumsharing a happy newsby the grace of god i got an offer from tayseertissco and i joinedhope you are fineinshah allahmeet you sometimerakheshvisitor from india,193,"['good', 'evening', 'sir', 'al', 'salam', 'wahleykkumsharing', 'a', 'happy', 'newsby', 'the', 'grace', 'of', 'god', 'i', 'got', 'an', 'offer', 'from', 'tayseertissco', 'and', 'i', 'joinedhope', 'you', 'are', 'fineinshah', 'allahmeet', 'you', 'sometimerakheshvisitor', 'from', 'india']",30
ham,hmmmkbut i want to change the field quickly dai wanna get system administrator or network administrator,103,"['hmmmkbut', 'i', 'want', 'to', 'change', 'the', 'field', 'quickly', 'dai', 'wanna', 'get', 'system', 'administrator', 'or', 'network', 'administrator']",16
spam,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tones are 3x150pw to end txt stop,151,"['free', 'ringtone', 'text', 'first', 'to', '87131', 'for', 'a', 'poly', 'or', 'text', 'get', 'to', '87131', 'for', 'a', 'true', 'tone', 'help', '0845', '2814032', '16', 'after', '1st', 'free', 'tones', 'are', '3x150pw', 'to', 'end', 'txt', 'stop']",32
ham,dear how is chechi did you talk to her,38,"['dear', 'how', 'is', 'chechi', 'did', 'you', 'talk', 'to', 'her']",9
ham,the hair cream has not been shipped,35,"['the', 'hair', 'cream', 'has', 'not', 'been', 'shipped']",7
ham,none of thats happening til you get here though,47,"['none', 'of', 'thats', 'happening', 'til', 'you', 'get', 'here', 'though']",9
ham,yep the great loxahatchee xmas tree burning of ltgt starts in an hour,69,"['yep', 'the', 'great', 'loxahatchee', 'xmas', 'tree', 'burning', 'of', 'ltgt', 'starts', 'in', 'an', 'hour']",13
ham,haha get used to driving to usf man i know a lot of stoners,59,"['haha', 'get', 'used', 'to', 'driving', 'to', 'usf', 'man', 'i', 'know', 'a', 'lot', 'of', 'stoners']",14
ham,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time place as always,161,"['all', 'was', 'well', 'until', 'slightly', 'disastrous', 'class', 'this', 'pm', 'with', 'my', 'fav', 'darlings', 'hope', 'day', 'off', 'ok', 'coffee', 'wld', 'be', 'good', 'as', 'cant', 'stay', 'late', 'tomorrow', 'same', 'time', 'place', 'as', 'always']",31
ham,hello good week fancy a drink or something later,48,"['hello', 'good', 'week', 'fancy', 'a', 'drink', 'or', 'something', 'later']",9
ham,headin towards busetop,22,"['headin', 'towards', 'busetop']",3
ham,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,143,"['messagesome', 'text', 'missing', 'sendername', 'missing', 'number', 'missing', 'sentdate', 'missing', 'missing', 'u', 'a', 'lot', 'thats', 'y', 'everything', 'is', 'missing', 'sent', 'via', 'fullonsmscom']",21
ham,come by our room at some point so we can iron out the plan for this weekend,75,"['come', 'by', 'our', 'room', 'at', 'some', 'point', 'so', 'we', 'can', 'iron', 'out', 'the', 'plan', 'for', 'this', 'weekend']",17
ham,cos i want it to be your thing,30,"['cos', 'i', 'want', 'it', 'to', 'be', 'your', 'thing']",8
ham,okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,82,"['okies', 'ill', 'go', 'yan', 'jiu', 'too', 'we', 'can', 'skip', 'ard', 'oso', 'go', 'cine', 'den', 'go', 'mrt', 'one', 'blah', 'blah', 'blah']",20
ham,bring home some wendy d,23,"['bring', 'home', 'some', 'wendy', 'd']",5
spam,100 dating service call 09064012103 box334sk38ch,48,"['100', 'dating', 'service', 'call', '09064012103', 'box334sk38ch']",6
ham,whatsup there dont u want to sleep,34,"['whatsup', 'there', 'dont', 'u', 'want', 'to', 'sleep']",7
ham,alright i have a new goal now,29,"['alright', 'i', 'have', 'a', 'new', 'goal', 'now']",7
spam,free entry into our 250 weekly competition just text the word win to 80086 now 18 tc wwwtxttowincouk,100,"['free', 'entry', 'into', 'our', '250', 'weekly', 'competition', 'just', 'text', 'the', 'word', 'win', 'to', '80086', 'now', '18', 'tc', 'wwwtxttowincouk']",18
ham,alright ill head out in a few minutes text me where to meet you,63,"['alright', 'ill', 'head', 'out', 'in', 'a', 'few', 'minutes', 'text', 'me', 'where', 'to', 'meet', 'you']",14
spam,send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,155,"['send', 'a', 'logo', '2', 'ur', 'lover', '2', 'names', 'joined', 'by', 'a', 'heart', 'txt', 'love', 'name1', 'name2', 'mobno', 'eg', 'love', 'adam', 'eve', '07123456789', 'to', '87077', 'yahoo', 'pobox36504w45wq', 'txtno', '4', 'no', 'ads', '150p']",31
ham,yesfrom last week itself im taking live call,44,"['yesfrom', 'last', 'week', 'itself', 'im', 'taking', 'live', 'call']",8
spam,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124 pobox12n146tf150p,159,"['someone', 'has', 'contacted', 'our', 'dating', 'service', 'and', 'entered', 'your', 'phone', 'because', 'they', 'fancy', 'you', 'to', 'find', 'out', 'who', 'it', 'is', 'call', 'from', 'a', 'landline', '09111032124', 'pobox12n146tf150p']",26
ham,siva is in hostel aha,21,"['siva', 'is', 'in', 'hostel', 'aha']",5
spam,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only,131,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', '2000', 'prize', 'guaranteed', 'call', '09058094455', 'from', 'land', 'line', 'claim', '3030', 'valid', '12hrs', 'only']",22
ham,send this to ur friends and receive something about ur voice how is my speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply me,216,"['send', 'this', 'to', 'ur', 'friends', 'and', 'receive', 'something', 'about', 'ur', 'voice', 'how', 'is', 'my', 'speaking', 'expression', '1childish', '2naughty', '3sentiment', '4rowdy', '5ful', 'of', 'attitude', '6romantic', '7shy', '8attractive', '9funny', 'ltgt', 'irritating', 'ltgt', 'lovable', 'reply', 'me']",33
ham,ok shell be ok i guess,22,"['ok', 'shell', 'be', 'ok', 'i', 'guess']",6
ham,aathiwhere are you dear,23,"['aathiwhere', 'are', 'you', 'dear']",4
ham,any pain on urination any thing else,36,"['any', 'pain', 'on', 'urination', 'any', 'thing', 'else']",7
ham,7 at esplanade do mind giving me a lift cos i got no car today,62,"['7', 'at', 'esplanade', 'do', 'mind', 'giving', 'me', 'a', 'lift', 'cos', 'i', 'got', 'no', 'car', 'today']",15
ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,132,"['i', 'wnt', 'to', 'buy', 'a', 'bmw', 'car', 'urgentlyits', 'vry', 'urgentbut', 'hv', 'a', 'shortage', 'of', 'ltgt', 'lacsthere', 'is', 'no', 'source', 'to', 'arng', 'dis', 'amt', 'ltgt', 'lacsthats', 'my', 'prob']",27
ham,at home watching tv lor,23,"['at', 'home', 'watching', 'tv', 'lor']",5
ham,does she usually take fifteen fucking minutes to respond to a yes or no question,80,"['does', 'she', 'usually', 'take', 'fifteen', 'fucking', 'minutes', 'to', 'respond', 'to', 'a', 'yes', 'or', 'no', 'question']",15
spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,155,"['congrats', 'nokia', '3650', 'video', 'camera', 'phone', 'is', 'your', 'call', '09066382422', 'calls', 'cost', '150ppm', 'ave', 'call', '3mins', 'vary', 'from', 'mobiles', '16', 'close', '300603', 'post', 'bcm4284', 'ldn', 'wc1n3xx']",26
ham,booked ticket for pongal,24,"['booked', 'ticket', 'for', 'pongal']",4
ham,you available now im like right around hillsborough amp ltgt th,63,"['you', 'available', 'now', 'im', 'like', 'right', 'around', 'hillsborough', 'amp', 'ltgt', 'th']",11
ham,the message sent is askin for ltgt dollars shoul i pay ltgt or ltgt,67,"['the', 'message', 'sent', 'is', 'askin', 'for', 'ltgt', 'dollars', 'shoul', 'i', 'pay', 'ltgt', 'or', 'ltgt']",14
ham,ask g or iouri ive told the story like ten times already,56,"['ask', 'g', 'or', 'iouri', 'ive', 'told', 'the', 'story', 'like', 'ten', 'times', 'already']",12
ham,how long does applebees fucking take,36,"['how', 'long', 'does', 'applebees', 'fucking', 'take']",6
ham,hi hope u get this txtjourney hasnt been gdnow about 50 mins late i think,73,"['hi', 'hope', 'u', 'get', 'this', 'txtjourney', 'hasnt', 'been', 'gdnow', 'about', '50', 'mins', 'late', 'i', 'think']",15
ham,but i have to i like to have love and arrange,45,"['but', 'i', 'have', 'to', 'i', 'like', 'to', 'have', 'love', 'and', 'arrange']",11
ham,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,96,"['yeshe', 'is', 'really', 'greatbhaji', 'told', 'kallis', 'best', 'cricketer', 'after', 'sachin', 'in', 'worldvery', 'tough', 'to', 'get', 'out']",16
ham,you were supposed to wake me up gt,34,"['you', 'were', 'supposed', 'to', 'wake', 'me', 'up', 'gt']",8
ham,oic i saw him too but i tot he din c me i found a group liao,60,"['oic', 'i', 'saw', 'him', 'too', 'but', 'i', 'tot', 'he', 'din', 'c', 'me', 'i', 'found', 'a', 'group', 'liao']",17
ham,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausagelove jen xxx,115,"['hey', 'hey', 'werethe', 'monkeespeople', 'say', 'we', 'monkeyaround', 'howdy', 'gorgeous', 'howu', 'doin', 'foundurself', 'a', 'jobyet', 'sausagelove', 'jen', 'xxx']",17
ham,sorry my battery died i can come by but im only getting a gram for now wheres your place,88,"['sorry', 'my', 'battery', 'died', 'i', 'can', 'come', 'by', 'but', 'im', 'only', 'getting', 'a', 'gram', 'for', 'now', 'wheres', 'your', 'place']",19
ham,well done blimey exercise yeah i kinda remember wot that is hmm,63,"['well', 'done', 'blimey', 'exercise', 'yeah', 'i', 'kinda', 'remember', 'wot', 'that', 'is', 'hmm']",12
ham,i wont get concentration dear you know you are my mind and everything,69,"['i', 'wont', 'get', 'concentration', 'dear', 'you', 'know', 'you', 'are', 'my', 'mind', 'and', 'everything']",13
ham,lol have you made plans for new years,37,"['lol', 'have', 'you', 'made', 'plans', 'for', 'new', 'years']",8
ham,10 min later k,14,"['10', 'min', 'later', 'k']",4
ham,hanks lotsly,12,"['hanks', 'lotsly']",2
ham,thanks for this hope you had a good day today,45,"['thanks', 'for', 'this', 'hope', 'you', 'had', 'a', 'good', 'day', 'today']",10
ham,kkwhat are detail you want to transferacc no enough,51,"['kkwhat', 'are', 'detail', 'you', 'want', 'to', 'transferacc', 'no', 'enough']",9
ham,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,103,"['ok', 'i', 'will', 'tell', 'her', 'to', 'stay', 'out', 'yeah', 'its', 'been', 'tough', 'but', 'we', 'are', 'optimistic', 'things', 'will', 'improve', 'this', 'month']",21
spam,loan for any purpose 500 75000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,149,"['loan', 'for', 'any', 'purpose', '500', '75000', 'homeowners', 'tenants', 'welcome', 'have', 'you', 'been', 'previously', 'refused', 'we', 'can', 'still', 'help', 'call', 'free', '0800', '1956669', 'or', 'text', 'back', 'help']",26
ham,si si i think ill go make those oreo truffles,45,"['si', 'si', 'i', 'think', 'ill', 'go', 'make', 'those', 'oreo', 'truffles']",10
ham,look at amy ure a beautiful intelligent woman and i like u a lot i know u dont like me like that so dont worry,110,"['look', 'at', 'amy', 'ure', 'a', 'beautiful', 'intelligent', 'woman', 'and', 'i', 'like', 'u', 'a', 'lot', 'i', 'know', 'u', 'dont', 'like', 'me', 'like', 'that', 'so', 'dont', 'worry']",25
ham,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,155,"['i', 'hope', 'you', 'thats', 'the', 'result', 'of', 'being', 'consistently', 'intelligent', 'and', 'kind', 'start', 'asking', 'him', 'about', 'practicum', 'links', 'and', 'keep', 'your', 'ears', 'open', 'and', 'all', 'the', 'best', 'ttyl']",28
ham,120 that call cost which i guess isnt bad miss ya need ya want ya love ya,73,"['120', 'that', 'call', 'cost', 'which', 'i', 'guess', 'isnt', 'bad', 'miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']",17
ham,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,139,"['going', 'thru', 'a', 'very', 'different', 'feelingwavering', 'decisions', 'and', 'coping', 'up', 'with', 'the', 'same', 'is', 'the', 'same', 'individualtime', 'will', 'heal', 'everything', 'i', 'believe']",22
ham,where did u go my phone is gonna die you have to stay in here,61,"['where', 'did', 'u', 'go', 'my', 'phone', 'is', 'gonna', 'die', 'you', 'have', 'to', 'stay', 'in', 'here']",15
ham,great never been better each day gives even more reasons to thank god,69,"['great', 'never', 'been', 'better', 'each', 'day', 'gives', 'even', 'more', 'reasons', 'to', 'thank', 'god']",13
spam,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available,167,"['upgrdcentre', 'orange', 'customer', 'you', 'may', 'now', 'claim', 'your', 'free', 'camera', 'phone', 'upgrade', 'for', 'your', 'loyalty', 'call', 'now', 'on', '0207', '153', '9153', 'offer', 'ends', '26th', 'july', 'tcs', 'apply', 'optout', 'available']",29
ham,sorry ill call later ok bye,27,"['sorry', 'ill', 'call', 'later', 'ok', 'bye']",6
ham,ok i am on the way to railway,29,"['ok', 'i', 'am', 'on', 'the', 'way', 'to', 'railway']",8
ham,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love ltgt times per night,134,"['great', 'princess', 'i', 'love', 'giving', 'and', 'receiving', 'oral', 'doggy', 'style', 'is', 'my', 'fave', 'position', 'how', 'about', 'you', 'i', 'enjoy', 'making', 'love', 'ltgt', 'times', 'per', 'night']",25
ham,they dont put that stuff on the roads to keep it from getting slippery over there,81,"['they', 'dont', 'put', 'that', 'stuff', 'on', 'the', 'roads', 'to', 'keep', 'it', 'from', 'getting', 'slippery', 'over', 'there']",16
ham,when are you going to ride your bike,36,"['when', 'are', 'you', 'going', 'to', 'ride', 'your', 'bike']",8
ham,yup no need ill jus wait 4 e rain 2 stop,40,"['yup', 'no', 'need', 'ill', 'jus', 'wait', '4', 'e', 'rain', '2', 'stop']",11
ham,there are many company tell me the language,43,"['there', 'are', 'many', 'company', 'tell', 'me', 'the', 'language']",8
spam,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,156,"['okmail', 'dear', 'dave', 'this', 'is', 'your', 'final', 'notice', 'to', 'collect', 'your', '4', 'tenerife', 'holiday', 'or', '5000', 'cash', 'award', 'call', '09061743806', 'from', 'landline', 'tcs', 'sae', 'box326', 'cw25wx', '150ppm']",27
ham,how long has it been since you screamed princess,48,"['how', 'long', 'has', 'it', 'been', 'since', 'you', 'screamed', 'princess']",9
ham,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered ltgt to my account and ltgt dollars got removed so the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos,277,"['nothing', 'i', 'meant', 'that', 'once', 'the', 'money', 'enters', 'your', 'account', 'here', 'the', 'bank', 'will', 'remove', 'its', 'flat', 'rate', 'someone', 'transfered', 'ltgt', 'to', 'my', 'account', 'and', 'ltgt', 'dollars', 'got', 'removed', 'so', 'the', 'banks', 'differ', 'and', 'charges', 'also', 'differbe', 'sure', 'you', 'trust', 'the', '9ja', 'person', 'you', 'are', 'sending', 'account', 'details', 'to', 'cos']",50
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network by txting moan to 69888nyt ec2a 31pmsg150p,152,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'the', 'uks', 'largest', 'dogging', 'network', 'by', 'txting', 'moan', 'to', '69888nyt', 'ec2a', '31pmsg150p']",27
ham,nice line said by a broken heart plz dont cum 1 more times infront of me other wise once again i ll trust u good 9t,115,"['nice', 'line', 'said', 'by', 'a', 'broken', 'heart', 'plz', 'dont', 'cum', '1', 'more', 'times', 'infront', 'of', 'me', 'other', 'wise', 'once', 'again', 'i', 'll', 'trust', 'u', 'good', '9t']",26
ham,ok im gonna head up to usf in like fifteen minutes,50,"['ok', 'im', 'gonna', 'head', 'up', 'to', 'usf', 'in', 'like', 'fifteen', 'minutes']",11
ham,love you aathilove u lot,24,"['love', 'you', 'aathilove', 'u', 'lot']",5
ham,tension ahwhat machiany problem,31,"['tension', 'ahwhat', 'machiany', 'problem']",4
ham,k can i pick up another 8th when youre done,43,"['k', 'can', 'i', 'pick', 'up', 'another', '8th', 'when', 'youre', 'done']",10
ham,whenre you guys getting back g said you were thinking about not staying for mcr,79,"['whenre', 'you', 'guys', 'getting', 'back', 'g', 'said', 'you', 'were', 'thinking', 'about', 'not', 'staying', 'for', 'mcr']",15
ham,almost there see u in a sec,27,"['almost', 'there', 'see', 'u', 'in', 'a', 'sec']",7
ham,yo carlos a few friends are already asking me about you you working at all this weekend,87,"['yo', 'carlos', 'a', 'few', 'friends', 'are', 'already', 'asking', 'me', 'about', 'you', 'you', 'working', 'at', 'all', 'this', 'weekend']",17
ham,watching tv lor,15,"['watching', 'tv', 'lor']",3
ham,thank you baby i cant wait to taste the real thing,50,"['thank', 'you', 'baby', 'i', 'cant', 'wait', 'to', 'taste', 'the', 'real', 'thing']",11
ham,you should change your fb to jaykwon thuglyfe falconerf,55,"['you', 'should', 'change', 'your', 'fb', 'to', 'jaykwon', 'thuglyfe', 'falconerf']",9
ham,if we win its really no 1 side for long time,44,"['if', 'we', 'win', 'its', 'really', 'no', '1', 'side', 'for', 'long', 'time']",11
spam,free message activate your 500 free text messages by replying to this message with the word free for terms conditions visit www07781482378com,141,"['free', 'message', 'activate', 'your', '500', 'free', 'text', 'messages', 'by', 'replying', 'to', 'this', 'message', 'with', 'the', 'word', 'free', 'for', 'terms', 'conditions', 'visit', 'www07781482378com']",22
ham,dear reached railway what happen to you,39,"['dear', 'reached', 'railway', 'what', 'happen', 'to', 'you']",7
ham,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2,103,"['depends', 'on', 'quality', 'if', 'you', 'want', 'the', 'type', 'i', 'sent', 'boye', 'faded', 'glory', 'then', 'about', '6', 'if', 'you', 'want', 'ralphs', 'maybe', '2']",22
ham,i think ive fixed it can you send a test message,48,"['i', 'think', 'ive', 'fixed', 'it', 'can', 'you', 'send', 'a', 'test', 'message']",11
ham,sorry man my accounts dry or i would if you want we could trade back half or i could buy some shit with my credit card,118,"['sorry', 'man', 'my', 'accounts', 'dry', 'or', 'i', 'would', 'if', 'you', 'want', 'we', 'could', 'trade', 'back', 'half', 'or', 'i', 'could', 'buy', 'some', 'shit', 'with', 'my', 'credit', 'card']",26
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out,148,"['congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss', 'out']",27
ham,sorryin meeting ill call later,30,"['sorryin', 'meeting', 'ill', 'call', 'later']",5
ham,what class of ltgt reunion,26,"['what', 'class', 'of', 'ltgt', 'reunion']",5
ham,are you free nowcan i call now,30,"['are', 'you', 'free', 'nowcan', 'i', 'call', 'now']",7
ham,got meh when,12,"['got', 'meh', 'when']",3
ham,nope think i will go for it on monday sorry i replied so late,61,"['nope', 'think', 'i', 'will', 'go', 'for', 'it', 'on', 'monday', 'sorry', 'i', 'replied', 'so', 'late']",14
ham,some of them told accenture is not confirm is it true,53,"['some', 'of', 'them', 'told', 'accenture', 'is', 'not', 'confirm', 'is', 'it', 'true']",11
ham,kate jackson rec center before 7ish right,41,"['kate', 'jackson', 'rec', 'center', 'before', '7ish', 'right']",7
ham,dear i have reache room,23,"['dear', 'i', 'have', 'reache', 'room']",5
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose,143,"['fighting', 'with', 'the', 'world', 'is', 'easy', 'u', 'either', 'win', 'or', 'lose', 'bt', 'fightng', 'with', 'some1', 'who', 'is', 'close', 'to', 'u', 'is', 'dificult', 'if', 'u', 'lose', 'u', 'lose', 'if', 'u', 'win', 'u', 'still', 'lose']",33
ham,when can come out,17,"['when', 'can', 'come', 'out']",4
ham,check with nuerologist,22,"['check', 'with', 'nuerologist']",3
ham,lolnice i went from a fish to water,35,"['lolnice', 'i', 'went', 'from', 'a', 'fish', 'to', 'water']",8
spam,123 congratulations in this weeks competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm,160,"['123', 'congratulations', 'in', 'this', 'weeks', 'competition', 'draw', 'u', 'have', 'won', 'the', '1450', 'prize', 'to', 'claim', 'just', 'call', '09050002311', 'b4280703', 'tcsstop', 'sms', '08718727868', 'over', '18', 'only', '150ppm']",26
ham,no its waiting in e car dats bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat,112,"['no', 'its', 'waiting', 'in', 'e', 'car', 'dats', 'bored', 'wat', 'cos', 'wait', 'outside', 'got', 'nothing', '2', 'do', 'at', 'home', 'can', 'do', 'my', 'stuff', 'or', 'watch', 'tv', 'wat']",26
ham,maybe westshore or hyde park village the place near my house,60,"['maybe', 'westshore', 'or', 'hyde', 'park', 'village', 'the', 'place', 'near', 'my', 'house']",11
ham,you should know now so hows anthony are you bringing money ive school fees to pay and rent and stuff like that thats why i need your help a friend in need,154,"['you', 'should', 'know', 'now', 'so', 'hows', 'anthony', 'are', 'you', 'bringing', 'money', 'ive', 'school', 'fees', 'to', 'pay', 'and', 'rent', 'and', 'stuff', 'like', 'that', 'thats', 'why', 'i', 'need', 'your', 'help', 'a', 'friend', 'in', 'need']",32
ham,whats the significance,22,"['whats', 'the', 'significance']",3
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,124,"['your', 'opinion', 'about', 'me', '1', 'over', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'not', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",26
ham,8 at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,97,"['8', 'at', 'the', 'latest', 'gs', 'still', 'there', 'if', 'you', 'can', 'scrounge', 'up', 'some', 'ammo', 'and', 'want', 'to', 'give', 'the', 'new', 'ak', 'a', 'try']",23
ham,prabhaim sorydarealyfrm heart im sory,37,"['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']",5
ham,lol ok your forgiven,20,"['lol', 'ok', 'your', 'forgiven']",4
ham,nojst change tat only,21,"['nojst', 'change', 'tat', 'only']",4
